MOVDQU;x,m;6
MOVDQU;m,x;5
LDDQU;x,m;6
VMOVDQU;y,m256;7
VMOVDQU;m256,y;6
MOVDQ2Q;mm,x;1
MOVQ2DQ;x,mm;1
MOVNTQ;m,mm;5
MOVNTDQ;m,x;5
MOVNTDQA;x,m;2
PACKSSWB/DW;mm/x,r/m;2
PACKUSWB;mm/x,r/m;2
PUNPCKH/LBW/WD/DQ;mm/x,r/m;2
PUNPCKHQDQ;x,r/m;2
PUNPCKLQDQ;x,r/m;2
PSHUFB;mm/x,r/m;3
PSHUFD;x,x,i;2
PSHUFW;mm,mm,i;2
PSHUFL/HW;x,x,i;2
PALIGNR;mm/x,r/m,i;2
PBLENDW;x,r/m;2
MASKMOVQ;mm,mm;32
MASKMOVDQU;x,x;45
PMOVMSKB;r32,mm/x;5
PEXTRB/W/D/Q;r,x/mm,i;5
PINSRB/W/D/Q;x/mm,r,i;6
EXTRQ;x,i,i;3
EXTRQ;x,x;1
INSERTQ;x,x,i,i;1
INSERTQ;x,x;1
PMOVSXBW/BD/BQ/WD/WQ/DQ;x,x;2
PMOVZXBW/BD/BQ/WD/WQ/DQ;x,x;2
VPCMOV;x,x,x,x/m;2
VPCMOV;y,y,y,y/m;2
VPPERM;x,x,x,x/m;2
PADDB/W/D/Q/SB/SW/USB/USW;mm/x,r/m;2
PSUBB/W/D/Q/SB/SW/USB/USW;mm/x,r/m;2
PHADD/SUB(S)W/D;x,x;5
PCMPEQ/GT B/W/D;mm/x,r/m;2
PCMPEQQ;mm/x,r/m;2
PCMPGTQ;mm/x,r/m;2
PMULLW PMULHW PMULHUW PMULUDQ;mm/x,r/m;4
PMULLD;x,r/m;5
PMULDQ;x,r/m;4
PMULHRSW;mm/x,r/m;4
PMADDWD;mm/x,r/m;4
PMADDUBSW;mm/x,r/m;4
PAVGB/W;mm/x,r/m;2
PMIN/MAX SB/SW/ SD UB/UW/UD;mm/x,r/m;2
PHMINPOSUW;x,r/m;4
PABSB/W/D;mm/x,r/m;2
PSIGNB/W/D;mm/x,r/m;2
PSADBW;mm/x,r/m;4
MPSADBW;x,x,i;8
VPCOMB/W/D/Q;x,x,x/m,i;2
VPCOMUB/W/D/Q;x,x,x/m,i;2
VPHADDBW/BD/BQ/ WD/WQ/DQ;x,x/m;2
VPHADDUBW/BD/BQ/WD/WQ/DQ;x,x/m;2
VPHSUBBW/WD/DQ;x,x/m;2
VPMACSWW/WD;x,x,x/m,x;4
VPMACSDD;x,x,x/m,x;5
VPMACSDQH/L;x,x,x/m,x;4
VPMACSSWW/WD;x,x,x/m,x;4
VPMACSSDD;x,x,x/m,x;5
VPMACSSDQH/L;x,x,x/m,x;4
VPMADCSWD;x,x,x/m,x;4
VPMADCSSWD;x,x,x/m,x;4
PAND PANDN POR PXOR;mm/x,r/m;2
PSLL/RL W/D/Q PSRAW/D;mm/x,r/m;3
PSLL/RL W/D/Q PSRAW/D;mm/x,i;2
PSLLDQ, PSRLDQ;x,i;2
PTEST;x,r/m;14
VPROTB/W/D/Q;x,x,x/m;3
VPROTB/W/D/Q;x,x,i;2
VPSHAB/W/D/Q;x,x,x/m;3
VPSHLB/W/D/Q;x,x,x/m;3
PCMPESTRI;x,x,i;11
PCMPESTRM;x,x,i;10
PCMPISTRI;x,x,i;5
PCMPISTRM;x,x,i;6
PCLMULQDQ;x,x/m,i;11
VPCLMULQDQ;x,x,x,i;11
PCLMULQDQ;x,x,m,i;
AESDEC;x,x;5
AESDECLAST;x,x;5
AESENC;x,x;5
AESENCLAST;x,x;5
AESIMC;x,x;5
AESKEYGENASSIST;x,x,i;5
EMMS;;
MOVAPS/D MOVUPS/D;x,x;0
VMOVAPS/D;y,y;2
MOVAPS/D MOVUPS/D;x,m128;6
VMOVAPS/D VMOVUPS/D;y,m256;6
MOVAPS/D MOVUPS/D;m128,x;5
VMOVAPS/D;m256,y;5
VMOVUPS/D;m256,y;5
MOVSS/D;x,x;2
MOVSS/D;x,m32/64;6
MOVSS/D;m32/64,x;5
MOVHPS/D;x,m64;6
MOVLPS/D;x,m64;6
MOVHPS/D;m64,x;6
MOVLPS/D;m64,x;5
MOVLHPS MOVHLPS;x,x;2
MOVMSKPS/D;r32,x;5
VMOVMSKPS/D;r32,y;15
MOVNTPS/D;m128,x;3
VMOVNTPS/D;m256,y;3
MOVNTSS/SD;m,x;
SHUFPS/D;x,x/m,i;2
VSHUFPS/D;y,y,y/m,i;2
VPERMILPS/PD;x,x,x/m;3
VPERMILPS/PD;y,y,y/m;3
VPERMILPS/PD;x,x/m,i;2
VPERMILPS/PD;y,y/m,i;2
VPERM2F128;y,y,y,i;4
VPERM2F128;y,y,m,i;
BLENDPS/PD;x,x/m,i;2
VBLENDPS/PD;y,y,y/m,i;2
BLENDVPS/PD;x,x/m,xmm0;2
VBLENDVPS/PD;y,y,y/m,y;2
MOVDDUP;x,x;2
MOVDDUP;x,m64;
VMOVDDUP;y,y;2
VMOVDDUP;y,m256;
VBROADCASTSS;x,m32;8
VBROADCASTSS;y,m32;8
VBROADCASTSD;y,m64;8
VBROADCASTF128;y,m128;8
MOVSH/LDUP;x,x;2
MOVSH/LDUP;x,m128;
VMOVSH/LDUP;y,y;2
VMOVSH/LDUP;y,m256;
UNPCKH/LPS/D;x,x/m;2
VUNPCKH/LPS/D;y,y,y/m;2
EXTRACTPS;r32,x,i;
EXTRACTPS;m32,x,i;10
VEXTRACTF128;x,y,i;2
VEXTRACTF128;m128,y,i;10
INSERTPS;x,x,i;2
INSERTPS;x,m32,i;9
VINSERTF128;y,y,x,i;2
VINSERTF128;y,y,m128,i;10
VMASKMOVPS/D;x,x,m128;9
VMASKMOVPS/D;y,y,m256;9
VMASKMOVPS/D;m128,x,x;~35
VMASKMOVPS/D;m256,y,y;~35
CVTPD2PS;x,x;6
VCVTPD2PS;x,y;6
CVTPS2PD;x,x;6
VCVTPS2PD;y,x;6
CVTSD2SS;x,x;4
CVTSS2SD;x,x;4
CVTDQ2PS;x,x;4
VCVTDQ2PS;y,y;4
CVT(T) PS2DQ;x,x;4
VCVT(T) PS2DQ;y,y;4
CVTDQ2PD;x,x;7
VCVTDQ2PD;y,x;7
CVT(T)PD2DQ;x,x;7
VCVT(T)PD2DQ;x,y;7
CVTPI2PS;x,mm;6
CVT(T)PS2PI;mm,x;5
CVTPI2PD;x,mm;7
CVT(T) PD2PI;mm,x;7
CVTSI2SS;x,r32;13
CVT(T)SS2SI;r32,x;12
CVTSI2SD;x,r32/r64;12
CVT(T)SD2SI;r32/r64,x;12
VCVTPS2PH;x/m,x,i;7
VCVTPS2PH;x/m,y,i;7
VCVTPH2PS;x,x/m;7
VCVTPH2PS;y,x/m;7
ADDSS/D SUBSS/D;x,x/m;5-6
ADDPS/D SUBPS/D;x,x/m;5-6
VADDPS/D VSUBPS/D;y,y,y/m;5-6
ADDSUBPS/D;x,x/m;5-6
VADDSUBPS/D;y,y,y/m;5-6
HADDPS/D HSUBPS/D;x,x;10
VHADDPS/D VHSUBPS/D;y,y,y/m;10
MULSS MULSD;x,x/m;5-6
MULPS MULPD;x,x/m;5-6
VMULPS VMULPD;y,y,y/m;5-6
DIVSS DIVPS;x,x/m;9-17
VDIVPS;y,y,y/m;9-17
DIVSD DIVPD;x,x/m;9-32
VDIVPD;y,y,y/m;9-32
RCPSS/PS;x,x/m;5
VRCPPS;y,y/m;5
CMPSS/D CMPPS/D;x,x/m;2
VCMPPS/D;y,y,y/m;2
COMISS/D UCOMISS/D;x,x/m;
MAXSS/SD/PS/PD MINSS/SD/PS/PD;x,x/m;2
VMAXPS/D VMINPS/D;y,y,y/m;2
ROUNDSS/SD/PS/PD;x,x/m,i;4
VROUNDSS/SD/PS/ PD;y,y/m,i;4
DPPS;x,x,i;25
DPPS;x,m,i;
VDPPS;y,y,y,i;25
VDPPS;y,m,i;
DPPD;x,x,i;14
DPPD;x,m,i;
VFMADD132SS/SD;x,x,x/m;5-6
VFMADD132PS/PD;x,x,x/m;5-6
VFMADD132PS/PD;y,y,y/m;5-6
VFMADDSS/SD;x,x,x,x/m;5-6
VFMADDPS/PD;x,x,x,x/m;5-6
VFMADDPS/PD;y,y,y,y/m;5-6
SQRTSS/PS;x,x/m;12-13
VSQRTPS;y,y/m;12-13
SQRTSD/PD;x,x/m;26-29
VSQRTPD;y,y/m;27-28
RSQRTSS/PS;x,x/m;5
VRSQRTPS;y,y/m;5
VFRCZSS/SD/PS/PD;x,x;10
VFRCZSS/SD/PS/PD;x,m;
AND/ANDN/OR/XORPS/ PD;x,x/m;2
VAND/ANDN/OR/XORPS/PD;y,y,y/m;2
VZEROUPPER;;
VZEROUPPER;;
VZEROALL;;
VZEROALL;;
LDMXCSR;m32;
STMXCSR;m32;
FXSAVE;m4096;
FXRSTOR;m4096;
XSAVE;m;
XRSTOR;m;
